"","TERYT_CODE","gender","age","predicted_BRCA_cases"
"568",2471,"M","<65-74>",0.6983624257693
"569",2471,"M","<75-84>",0.183761627479011
"570",2471,"M","85+",0.00335509611896989
"571",2471,"K","<0-44>",2.98282898812978
"572",2471,"K","<45-54>",6.95044166804053
"573",2471,"K","<55-64>",10.6826634673065
"574",2471,"K","<65-74>",8.04667075645321
"575",2471,"K","<75-84>",3.75519765739385
"576",2471,"K","85+",0.610808866507801
"577",2472,"M","<0-44>",0.117235308194591
"578",2472,"M","<45-54>",0.220352756241174
"579",2472,"M","<55-64>",0.801383801383801
"580",2472,"M","<65-74>",0.455019957015658
"581",2472,"M","<75-84>",0.390706540057416
"582",2472,"M","85+",0.00664218353282553
"583",2472,"K","<0-44>",8.02365787079163
"584",2472,"K","<45-54>",16.8460648894814
"585",2472,"K","<55-64>",24.5374412465392
"586",2472,"K","<65-74>",17.4137623054938
"587",2472,"K","<75-84>",8.08736578818936
"588",2472,"K","85+",1.33289870059799
"589",2473,"M","<0-44>",0.118523634523941
"590",2473,"M","<45-54>",0.208102930027636
"591",2473,"M","<55-64>",0.936856825816651
"592",2473,"M","<65-74>",0.468205219507128
"593",2473,"M","<75-84>",0.388831421409671
"594",2473,"M","85+",0.00841040986579615
"595",2473,"K","<0-44>",8.17137882794581
"596",2473,"K","<45-54>",16.0910897026954
"597",2473,"K","<55-64>",26.6771065058736
"598",2473,"K","<65-74>",17.0065284335865
"599",2473,"K","<75-84>",7.40086871644705
"600",2473,"K","85+",1.43923384739895
"601",2474,"M","<0-44>",0.0602896418150718
"602",2474,"M","<45-54>",0.100716218212821
"603",2474,"M","<55-64>",0.263777476820502
"604",2474,"M","<65-74>",0.226507048703104
"605",2474,"M","<75-84>",0.222116327091978
"606",2474,"M","85+",0.00333242655059848
"607",2474,"K","<0-44>",3.92123248974163
"608",2474,"K","<45-54>",8.19491039476048
"609",2474,"K","<55-64>",13.7473933649289
"610",2474,"K","<65-74>",10.5868027149047
"611",2474,"K","<75-84>",4.18156905807711
"612",2474,"K","85+",0.756710579560272
"613",2475,"M","<0-44>",0.151891267152996
"614",2475,"M","<45-54>",0.274382704759118
"615",2475,"M","<55-64>",1.08676852275949
"616",2475,"M","<65-74>",0.826021949806647
"617",2475,"M","<75-84>",0.679474811810148
