"TERYT4" "wynik" "Plec" "Age_Group"
1063 5.00710105127869 "K" "<65-74>"
1063 10.6631025618672 "K" "<55-64>"
1001 1.65501283988848 "K" "85+"
1001 5.2417194547575 "K" "<75-84>"
1001 4.30459911164482 "K" "<0-44>"
1001 13.7645637279227 "K" "<45-54>"
1001 9.28980611963788 "K" "<65-74>"
1001 18.5562369970898 "K" "<55-64>"
1002 2.18495599153266 "K" "85+"
1002 4.44609042746872 "K" "<0-44>"
1002 5.74141339332676 "K" "<75-84>"
1002 12.0666790270828 "K" "<65-74>"
1002 14.3987531907171 "K" "<55-64>"
1002 11.5100296072707 "K" "<45-54>"
1003 1.05209998982441 "K" "85+"
1003 0.770641649470758 "M" "<55-64>"
1003 2.70352950989306 "K" "<0-44>"
1003 3.17208833253501 "K" "<75-84>"
1003 3.88709292750445 "K" "<65-74>"
1003 5.15972325747942 "K" "<45-54>"
1003 7.50122476144379 "K" "<55-64>"
1004 3.04475280393222 "K" "<75-84>"
1004 2.37778213519997 "K" "<0-44>"
1004 4.79290165667537 "K" "<65-74>"
