ICD10;GENDER;AGE_GROUP;TERYT4;region;subregion;year;Stage1;Stage2;Stage3;Stage4;new
C50_D05;K;<55-64>;407;4;7;2012;1;0;0;0;1
C50_D05;K;<55-64>;407;4;7;2012;0;1;0;0;1
C50_D05;K;<55-64>;407;4;7;2012;0;1;0;0;1
C50_D05;K;<55-64>;407;4;7;2012;0;1;0;0;1
C50_D05;K;<65-74>;407;4;7;2010;0;4;2;1;7
C50_D05;K;<65-74>;407;4;7;2010;0;1;0;0;1
C50_D05;K;<65-74>;407;4;7;2010;0;1;0;0;1
C50_D05;K;<65-74>;407;4;7;2010;0;0;1;0;1
C50_D05;K;<65-74>;407;4;7;2010;0;0;1;0;1
C50_D05;K;<65-74>;407;4;7;2011;0,5;3,3;2,2;0;6
C50_D05;K;<65-74>;407;4;7;2011;0;0;1;0;1
C50_D05;K;<65-74>;407;4;7;2011;0;1;0;0;1
C50_D05;K;<65-74>;407;4;7;2011;1;1;0;0;2
C50_D05;K;<65-74>;407;4;7;2011;0;1;1;0;2
C50_D05;K;<65-74>;407;4;7;2011;0;0;0;1;1
C50_D05;K;<65-74>;407;4;7;2011;0;1;0;0;1
C50_D05;K;<65-74>;407;4;7;2012;0,2;2,35;3,45;1;7
C50_D05;K;<65-74>;407;4;7;2012;0;2;1;0;3
C50_D05;K;<65-74>;407;4;7;2012;0;0;1;0;1
C50_D05;K;<65-74>;407;4;7;2012;0;1;0;0;1
C50_D05;K;<65-74>;407;4;7;2012;0;0;1;0;1
C50_D05;K;<75-84>;407;4;7;2010;0;0;1;1;2
C50_D05;K;<75-84>;407;4;7;2010;0;0;0;1;1
C50_D05;K;<75-84>;407;4;7;2010;0;1;0;0;1
C50_D05;K;<75-84>;407;4;7;2010;0;0;0;1;1
C50_D05;K;<75-84>;407;4;7;2011;0;0;1;0;1
C50_D05;K;<75-84>;407;4;7;2011;0,5;2,3;1,2;0;4
C50_D05;K;<75-84>;407;4;7;2011;0;0;0;0,5;0
C50_D05;K;<75-84>;407;4;7;2011;0;1;0;0;1
C50_D05;K;<75-84>;407;4;7;2011;0;0;1;1;2
C50_D05;K;<75-84>;407;4;7;2011;0;0;1;0;1
C50_D05;K;<75-84>;407;4;7;2012;1,35;1,4;2,25;3;8
C50_D05;K;<75-84>;407;4;7;2012;0;1;0;0;1
C50_D05;K;<75-84>;407;4;7;2012;0;0;1;0;1
C50_D05;K;<75-84>;407;4;7;2012;0;0;0;1;1
C50_D05;K;<75-84>;407;4;7;2012;0;0;1;0;1
C50_D05;K;85+;407;4;7;2010;0;0;1;2;3
C50_D05;K;85+;407;4;7;2010;0,2;0,5;0,3;0;1
C50_D05;K;85+;407;4;7;2011;0;0;0;0,5;0
C50_D05;K;85+;407;4;7;2011;0;0;1;1;2
C50_D05;M;<45-54>;407;4;7;2012;0;0;0;1;1
C50_D05;M;<55-64>;407;4;7;2012;1;0;0;0;1
C50_D05;M;<65-74>;407;4;7;2011;0;0;0;1;1
C50_D05;M;<75-84>;407;4;7;2010;0;0;0;1;1
C50_D05;K;<0-44>;408;4;8;2010;0;1;0;0;1
C50_D05;K;<0-44>;408;4;8;2010;0;1;0;1;2
C50_D05;K;<0-44>;408;4;8;2010;0;1;0;0;1
C50_D05;K;<0-44>;408;4;8;2011;0;1;1;0;2
C50_D05;K;<0-44>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<0-44>;408;4;8;2012;0;0;1;0;1
C50_D05;K;<0-44>;408;4;8;2012;0;1;0;0;1
C50_D05;K;<45-54>;408;4;8;2010;0;0;0;1;1
C50_D05;K;<45-54>;408;4;8;2010;1;0;0;0;1
C50_D05;K;<45-54>;408;4;8;2010;0;0;1;0;1
C50_D05;K;<45-54>;408;4;8;2010;0;1;0;0;1
C50_D05;K;<45-54>;408;4;8;2010;0;1;0;0;1
C50_D05;K;<45-54>;408;4;8;2010;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;408;4;8;2011;0;2;0;0;2
C50_D05;K;<45-54>;408;4;8;2011;0;0;1;0;1
C50_D05;K;<45-54>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<45-54>;408;4;8;2011;0;0;1;0;1
C50_D05;K;<45-54>;408;4;8;2012;0;0;1;0;1
C50_D05;K;<45-54>;408;4;8;2012;0;3;0;0;3
C50_D05;K;<45-54>;408;4;8;2012;0;1;0;0;1
C50_D05;K;<45-54>;408;4;8;2012;0,2;0,35;0,45;0;1
C50_D05;K;<55-64>;408;4;8;2010;0;0;2;0,5;2
C50_D05;K;<55-64>;408;4;8;2010;0;0;0;1;1
C50_D05;K;<55-64>;408;4;8;2010;0;1;0;0;1
C50_D05;K;<55-64>;408;4;8;2011;1;1;0;0;2
C50_D05;K;<55-64>;408;4;8;2011;0,2;2,5;0,3;0;3
C50_D05;K;<55-64>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<55-64>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<55-64>;408;4;8;2012;0,2;5,35;0,45;0;6
C50_D05;K;<55-64>;408;4;8;2012;0;0;1;0;1
C50_D05;K;<55-64>;408;4;8;2012;0;1;0;0;1
C50_D05;K;<55-64>;408;4;8;2012;0;1;0;0;1
C50_D05;K;<55-64>;408;4;8;2012;0;0;0;1;1
C50_D05;K;<65-74>;408;4;8;2010;0;0;0;0,5;0
C50_D05;K;<65-74>;408;4;8;2010;0;0;1;0;1
C50_D05;K;<65-74>;408;4;8;2010;0;1;1;0;2
C50_D05;K;<65-74>;408;4;8;2010;0;0;0;1;1
C50_D05;K;<65-74>;408;4;8;2011;0;0;0;1;1
C50_D05;K;<65-74>;408;4;8;2011;1;0;0;0;1
C50_D05;K;<65-74>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<65-74>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<65-74>;408;4;8;2011;0;1;0;0;1
C50_D05;K;<65-74>;408;4;8;2012;0;1;0;0;1
C50_D05;K;<65-74>;408;4;8;2012;0,85;1,1;0,05;0;2
C50_D05;K;<75-84>;408;4;8;2010;0;1;0;0;1
C50_D05;K;<75-84>;408;4;8;2011;0;1;1;0;2
C50_D05;K;<75-84>;408;4;8;2011;0;0;1;0;1
C50_D05;K;<75-84>;408;4;8;2012;0,85;0,1;2,05;0;3
C50_D05;K;85+;408;4;8;2012;0;1;0;0;1
C50_D05;K;85+;408;4;8;2012;0;0;0;0,5;0
C50_D05;K;85+;408;4;8;2012;0,85;0,1;0,05;0;1
C50_D05;M;<55-64>;408;4;8;2011;0;0;0;1;1
C50_D05;K;<0-44>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<0-44>;409;4;9;2011;0;0;0;1;1
C50_D05;K;<0-44>;409;4;9;2012;0;2;0;0;2
C50_D05;K;<45-54>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<45-54>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<45-54>;409;4;9;2010;0;0;0;1;1
C50_D05;K;<45-54>;409;4;9;2011;0,2;0,5;1,3;1;3
C50_D05;K;<45-54>;409;4;9;2011;0;0;0;2;2
C50_D05;K;<45-54>;409;4;9;2011;0;2;0;0;2
C50_D05;K;<45-54>;409;4;9;2011;0;1;0;0;1
C50_D05;K;<45-54>;409;4;9;2012;0;1;1;0;2
C50_D05;K;<45-54>;409;4;9;2012;0;0;1;0;1
C50_D05;K;<55-64>;409;4;9;2010;0;4;1;0;5
C50_D05;K;<55-64>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<55-64>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<55-64>;409;4;9;2011;0;2;0;0;2
C50_D05;K;<55-64>;409;4;9;2011;0;3;0;0;3
C50_D05;K;<55-64>;409;4;9;2011;0;1;0;1;2
C50_D05;K;<55-64>;409;4;9;2011;0;2;0;0;2
C50_D05;K;<55-64>;409;4;9;2012;0;1;2;2;5
C50_D05;K;<55-64>;409;4;9;2012;0;3;1;0;4
C50_D05;K;<55-64>;409;4;9;2012;0;0;1;0;1
C50_D05;K;<65-74>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<65-74>;409;4;9;2010;0;1;0;0;1
C50_D05;K;<65-74>;409;4;9;2010;0;0;1;0;1
C50_D05;K;<65-74>;409;4;9;2011;0;1;0;0;1
C50_D05;K;<65-74>;409;4;9;2011;0;0;1;0;1
C50_D05;K;<65-74>;409;4;9;2011;0;1;0;0;1
C50_D05;K;<65-74>;409;4;9;2012;0;0;0;1;1
C50_D05;K;<65-74>;409;4;9;2012;0;1;1;0;2
C50_D05;K;<65-74>;409;4;9;2012;0;2;0;0;2
C50_D05;K;<65-74>;409;4;9;2012;0;1;0;0;1
C50_D05;K;<75-84>;409;4;9;2010;0;0;2;0;2
C50_D05;K;<75-84>;409;4;9;2011;0;1;0;1;2
C50_D05;K;<75-84>;409;4;9;2011;0;2;0;0;2
C50_D05;K;<75-84>;409;4;9;2011;0;1;0;0;1
C50_D05;K;85+;409;4;9;2010;0;0;0;1;1
C50_D05;K;<0-44>;410;4;10;2010;0;1;1;0;2
C50_D05;K;<0-44>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<0-44>;410;4;10;2010;0;2;0;0;2
C50_D05;K;<0-44>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<0-44>;410;4;10;2011;0;2;0;0;2
C50_D05;K;<0-44>;410;4;10;2011;1;0;0;0;1
C50_D05;K;<0-44>;410;4;10;2011;0;2;0;0;2
C50_D05;K;<0-44>;410;4;10;2011;0;1;0;0;1
C50_D05;K;<0-44>;410;4;10;2011;0;1;0;0;1
C50_D05;K;<0-44>;410;4;10;2012;0;1;1;0;2
C50_D05;K;<0-44>;410;4;10;2012;0;1;0;0;1
C50_D05;K;<0-44>;410;4;10;2012;0;0;1;0;1
C50_D05;K;<45-54>;410;4;10;2010;1;0;1;0;2
C50_D05;K;<45-54>;410;4;10;2010;1;1;1;0;3
C50_D05;K;<45-54>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<45-54>;410;4;10;2010;0;2;1;0;3
C50_D05;K;<45-54>;410;4;10;2010;1;0;0;0;1
C50_D05;K;<45-54>;410;4;10;2011;0,2;1,35;1,45;0;3
C50_D05;K;<45-54>;410;4;10;2011;0;2;2;0;4
C50_D05;K;<45-54>;410;4;10;2011;1;0;0;0;1
C50_D05;K;<45-54>;410;4;10;2011;1;0;1;0;2
C50_D05;K;<45-54>;410;4;10;2011;0,5;0,3;0,2;0;1
C50_D05;K;<45-54>;410;4;10;2012;0;0;1;0;1
C50_D05;K;<45-54>;410;4;10;2012;0;0;1;0;1
C50_D05;K;<45-54>;410;4;10;2012;0;2;1;0;3
C50_D05;K;<45-54>;410;4;10;2012;0,5;1,3;0,2;0;2
C50_D05;K;<45-54>;410;4;10;2012;0;0;1;0;1
C50_D05;K;<45-54>;410;4;10;2012;0;1;0;0;1
C50_D05;K;<45-54>;410;4;10;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;410;4;10;2012;1;0;0;0;1
C50_D05;K;<55-64>;410;4;10;2010;0;1;1;0;2
C50_D05;K;<55-64>;410;4;10;2010;0;2;1;0;3
C50_D05;K;<55-64>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<55-64>;410;4;10;2010;0;1;2;0;3
C50_D05;K;<55-64>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<55-64>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<55-64>;410;4;10;2011;0;2;2;0;4
C50_D05;K;<55-64>;410;4;10;2011;0;2;1;0;3
C50_D05;K;<55-64>;410;4;10;2011;0,2;4,4;0,4;0;5
C50_D05;K;<55-64>;410;4;10;2011;0,7;1,7;0,6;0;3
C50_D05;K;<55-64>;410;4;10;2012;0;1;0;0;1
C50_D05;K;<55-64>;410;4;10;2012;1,2;0,35;0,45;0;2
C50_D05;K;<55-64>;410;4;10;2012;0;0;1;0;1
C50_D05;K;<55-64>;410;4;10;2012;0;1;1;0;2
C50_D05;K;<65-74>;410;4;10;2010;0;2;0;1;3
C50_D05;K;<65-74>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<65-74>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<65-74>;410;4;10;2010;0;0;1;0;1
C50_D05;K;<65-74>;410;4;10;2010;0;0;1;0;1
C50_D05;K;<65-74>;410;4;10;2011;0;2;1;1;4
C50_D05;K;<65-74>;410;4;10;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;410;4;10;2011;0;0;1;0;1
C50_D05;K;<65-74>;410;4;10;2011;0;0;1;0;1
C50_D05;K;<65-74>;410;4;10;2011;0;2;0;0;2
C50_D05;K;<65-74>;410;4;10;2012;0;1;0;0;1
C50_D05;K;<65-74>;410;4;10;2012;0;1;0;0;1
C50_D05;K;<65-74>;410;4;10;2012;0;1;0;0;1
C50_D05;K;<65-74>;410;4;10;2012;0;0;1;0;1
C50_D05;K;<65-74>;410;4;10;2012;0;1;1;0;2
C50_D05;K;<65-74>;410;4;10;2012;0;0;0;1;1
C50_D05;K;<75-84>;410;4;10;2010;0;0;1;0;1
C50_D05;K;<75-84>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<75-84>;410;4;10;2010;0;1;0;0;1
C50_D05;K;<75-84>;410;4;10;2011;0;1;0;1;2
C50_D05;K;<75-84>;410;4;10;2011;0;0;2;0;2
C50_D05;K;<75-84>;410;4;10;2011;0;1;0;0;1
C50_D05;K;<75-84>;410;4;10;2011;0;1;0;0;1
C50_D05;K;<75-84>;410;4;10;2011;0;1;0;0;1
C50_D05;K;<75-84>;410;4;10;2012;0;0;1;0;1
C50_D05;K;85+;410;4;10;2010;0;1;0;0;1
C50_D05;K;85+;410;4;10;2012;0;0;1;0;1
C50_D05;M;<55-64>;410;4;10;2010;0;0;0;1;1
C50_D05;K;<0-44>;411;4;11;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;411;4;11;2012;0;0;1;0;1
C50_D05;K;<0-44>;411;4;11;2012;0;0;1;0;1
C50_D05;K;<45-54>;411;4;11;2010;0;0;1;0;1
C50_D05;K;<45-54>;411;4;11;2010;0;1;0;0;1
C50_D05;K;<45-54>;411;4;11;2011;0;1;0;0;1
C50_D05;K;<45-54>;411;4;11;2012;0;1;0;0;1
C50_D05;K;<45-54>;411;4;11;2012;0;0;0;1;1
C50_D05;K;<55-64>;411;4;11;2010;0;0;1;1;2
C50_D05;K;<55-64>;411;4;11;2010;0;1;0;0;1
C50_D05;K;<55-64>;411;4;11;2010;0;0;0;1;1
C50_D05;K;<55-64>;411;4;11;2010;0;1;0;0;1
C50_D05;K;<55-64>;411;4;11;2010;0;0;0;1;1
C50_D05;K;<55-64>;411;4;11;2011;0;1;0;0;1
C50_D05;K;<55-64>;411;4;11;2011;0;1;0;0;1
C50_D05;K;<55-64>;411;4;11;2011;0;1;0;1;2
C50_D05;K;<55-64>;411;4;11;2011;0;1;0;0;1
C50_D05;K;<55-64>;411;4;11;2011;0;0;1;0;1
C50_D05;K;<55-64>;411;4;11;2012;0;2;0;0;2
C50_D05;K;<55-64>;411;4;11;2012;0;2;0;0;2
C50_D05;K;<55-64>;411;4;11;2012;0;0;1;0;1
C50_D05;K;<55-64>;411;4;11;2012;0;1;0;0;1
C50_D05;K;<55-64>;411;4;11;2012;0;0;0;1;1
C50_D05;K;<65-74>;411;4;11;2010;0;2;0;0;2
C50_D05;K;<65-74>;411;4;11;2010;0;1;0;0;1
C50_D05;K;<65-74>;411;4;11;2011;0;2;0;0;2
C50_D05;K;<65-74>;411;4;11;2011;0;0;0;1;1
C50_D05;K;<65-74>;411;4;11;2011;0;0;0;1;1
C50_D05;K;<65-74>;411;4;11;2011;0;0;1;0;1
C50_D05;K;<65-74>;411;4;11;2011;0;1;0;0;1
C50_D05;K;<65-74>;411;4;11;2012;0;1;1;1;3
C50_D05;K;<65-74>;411;4;11;2012;0;1;1;0;2
C50_D05;K;<65-74>;411;4;11;2012;0;0;2;0;2
C50_D05;K;<65-74>;411;4;11;2012;0;1;0;0;1
C50_D05;K;<65-74>;411;4;11;2012;0;1;0;0;1
C50_D05;K;<75-84>;411;4;11;2010;0;0;1;0;1
C50_D05;K;<75-84>;411;4;11;2011;0;1;0;0;1
C50_D05;K;<75-84>;411;4;11;2011;0;0;1;0;1
C50_D05;K;<75-84>;411;4;11;2012;0;1;0;0;1
C50_D05;K;<75-84>;411;4;11;2012;0;1;1;0;2
C50_D05;K;<75-84>;411;4;11;2012;0;1;0;0;1
C50_D05;K;<75-84>;411;4;11;2012;0;1;0;0;1
C50_D05;K;85+;411;4;11;2011;0;0;0;1;1
C50_D05;K;<0-44>;412;4;12;2010;0;1;0;0;1
C50_D05;K;<0-44>;412;4;12;2010;0;0;1;0;1
C50_D05;K;<0-44>;412;4;12;2011;0;0;0;1;1
C50_D05;K;<0-44>;412;4;12;2012;0;1;1;0;2
C50_D05;K;<0-44>;412;4;12;2012;0;1;0;0;1
C50_D05;K;<45-54>;412;4;12;2010;0,2;0,4;1,4;0;2
C50_D05;K;<45-54>;412;4;12;2011;0;2;0;0;2
C50_D05;K;<45-54>;412;4;12;2011;0;1;0;0;1
C50_D05;K;<45-54>;412;4;12;2011;0;0;1;0;1
C50_D05;K;<45-54>;412;4;12;2011;0;0;1;0;1
C50_D05;K;<45-54>;412;4;12;2012;0;1;0;0;1
C50_D05;K;<55-64>;412;4;12;2010;0;1;0;0;1
C50_D05;K;<55-64>;412;4;12;2010;0;0;0;1;1
C50_D05;K;<55-64>;412;4;12;2010;0;0;0;1;1
C50_D05;K;<55-64>;412;4;12;2011;1;1;0;1;3
C50_D05;K;<55-64>;412;4;12;2011;0;0;1;0;1
C50_D05;K;<55-64>;412;4;12;2012;0,85;1,1;0,05;0;2
C50_D05;K;<65-74>;412;4;12;2010;0;0;1;0;1
C50_D05;K;<65-74>;412;4;12;2011;0,6;1,9;0,5;0;3
C50_D05;K;<65-74>;412;4;12;2012;0;0;0;1;1
C50_D05;K;<65-74>;412;4;12;2012;0;0;0;1;1
C50_D05;K;<75-84>;412;4;12;2010;0,85;1,1;1,05;0;3
C50_D05;K;<75-84>;412;4;12;2010;0;0;1;0;1
C50_D05;K;<75-84>;412;4;12;2012;0,2;0,5;0,3;0;1
C50_D05;K;85+;412;4;12;2011;0;0;1;0;1
C50_D05;K;<0-44>;413;4;13;2010;1;0;0;0;1
C50_D05;K;<0-44>;413;4;13;2011;0;2;0;0;2
C50_D05;K;<0-44>;413;4;13;2012;0;0;1;0;1
C50_D05;K;<0-44>;413;4;13;2012;0;0;1;0;1
C50_D05;K;<0-44>;413;4;13;2012;0;1;0;0;1
C50_D05;K;<0-44>;413;4;13;2012;0;0;1;0;1
C50_D05;K;<45-54>;413;4;13;2010;0;1;1;0;2
C50_D05;K;<45-54>;413;4;13;2010;0;0;1;0;1
C50_D05;K;<45-54>;413;4;13;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;413;4;13;2011;0;0;1;1;2
C50_D05;K;<45-54>;413;4;13;2011;0;0;1;2;3
C50_D05;K;<45-54>;413;4;13;2011;0,2;1,4;0,4;0;2
C50_D05;K;<45-54>;413;4;13;2012;0;1;1;0;2
C50_D05;K;<45-54>;413;4;13;2012;0;0;1;0;1
C50_D05;K;<45-54>;413;4;13;2012;0;0;1;0;1
C50_D05;K;<55-64>;413;4;13;2010;0;4;1;1;6
C50_D05;K;<55-64>;413;4;13;2010;0;0;1;0;1
C50_D05;K;<55-64>;413;4;13;2010;0;0;1;0;1
C50_D05;K;<55-64>;413;4;13;2011;1;0;0;0;1
C50_D05;K;<55-64>;413;4;13;2011;0;2;0;0;2
C50_D05;K;<55-64>;413;4;13;2011;0;1;0;0;1
C50_D05;K;<55-64>;413;4;13;2011;0;0;1;0;1
C50_D05;K;<55-64>;413;4;13;2012;0;2;0;1;3
C50_D05;K;<55-64>;413;4;13;2012;0;1;1;0;2
C50_D05;K;<65-74>;413;4;13;2010;0;0;1;1;2
C50_D05;K;<65-74>;413;4;13;2010;0;0;0;1;1
C50_D05;K;<65-74>;413;4;13;2011;0;2;1;0;3
C50_D05;K;<65-74>;413;4;13;2011;0,2;1,4;0,4;0;2
C50_D05;K;<65-74>;413;4;13;2011;0;1;0;0;1
C50_D05;K;<65-74>;413;4;13;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;413;4;13;2012;0;0;0;1;1
C50_D05;K;<65-74>;413;4;13;2012;0;0;1;0;1
C50_D05;K;<75-84>;413;4;13;2010;0;1;0;0;1
C50_D05;K;<75-84>;413;4;13;2011;0;1;0;0;1
C50_D05;K;<75-84>;413;4;13;2012;0;0;0;0,5;0
C50_D05;K;85+;413;4;13;2010;0;1;0;0;1
C50_D05;K;85+;413;4;13;2011;0;1;0;0;1
C50_D05;M;<55-64>;413;4;13;2010;0;0;1;0;1
C50_D05;K;<0-44>;414;4;14;2010;0;0;1;0;1
C50_D05;K;<0-44>;414;4;14;2010;0;0;0;1;1
C50_D05;K;<0-44>;414;4;14;2010;0;1;0;0;1
C50_D05;K;<0-44>;414;4;14;2010;0;1;0;0;1
C50_D05;K;<0-44>;414;4;14;2011;0;0;2;0;2
C50_D05;K;<0-44>;414;4;14;2011;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;414;4;14;2011;0;0;1;0;1
C50_D05;K;<0-44>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<0-44>;414;4;14;2012;0,2;1,5;0,3;0;2
C50_D05;K;<0-44>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<0-44>;414;4;14;2012;0;1;1;0;2
C50_D05;K;<0-44>;414;4;14;2012;0;0;0;1;1
C50_D05;K;<0-44>;414;4;14;2012;0;0;1;0;1
C50_D05;K;<45-54>;414;4;14;2010;0;0;3;0;3
C50_D05;K;<45-54>;414;4;14;2010;0;1;2;0;3
C50_D05;K;<45-54>;414;4;14;2010;0;3;3;0;6
C50_D05;K;<45-54>;414;4;14;2010;0;1;2;0;3
C50_D05;K;<45-54>;414;4;14;2010;0;0;2;0;2
C50_D05;K;<45-54>;414;4;14;2010;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;414;4;14;2011;0;2;0;1;3
C50_D05;K;<45-54>;414;4;14;2011;0;1;1;0;2
C50_D05;K;<45-54>;414;4;14;2011;0;0;1;0;1
C50_D05;K;<45-54>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<45-54>;414;4;14;2011;0;1;1;0;2
C50_D05;K;<45-54>;414;4;14;2011;0;0;2;0;2
C50_D05;K;<45-54>;414;4;14;2011;0;0;1;0;1
C50_D05;K;<45-54>;414;4;14;2012;0;1;1;0;2
C50_D05;K;<45-54>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<45-54>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<45-54>;414;4;14;2012;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;414;4;14;2012;0;0;0;1;1
C50_D05;K;<45-54>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2010;0;2;1;0;3
C50_D05;K;<55-64>;414;4;14;2010;1,4;2,8;5,8;0;10
C50_D05;K;<55-64>;414;4;14;2010;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2010;0;0;1;0;1
C50_D05;K;<55-64>;414;4;14;2010;0;0;1;0;1
C50_D05;K;<55-64>;414;4;14;2010;0;0;0;1;1
C50_D05;K;<55-64>;414;4;14;2010;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;414;4;14;2011;1;1;0;0;2
C50_D05;K;<55-64>;414;4;14;2011;0,2;5,5;2,3;0;8
C50_D05;K;<55-64>;414;4;14;2011;1;0;1;0;2
C50_D05;K;<55-64>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2011;0,2;0,5;1,3;0;2
C50_D05;K;<55-64>;414;4;14;2011;0;0;1;0;1
C50_D05;K;<55-64>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2012;1;4;0;2;7
C50_D05;K;<55-64>;414;4;14;2012;0;2;0;1;3
C50_D05;K;<55-64>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2012;0,2;0,4;0,4;1;2
C50_D05;K;<55-64>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<55-64>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<65-74>;414;4;14;2010;0;2;1;1;4
C50_D05;K;<65-74>;414;4;14;2010;0;1;0;0;1
C50_D05;K;<65-74>;414;4;14;2010;0;1;1;0;2
C50_D05;K;<65-74>;414;4;14;2011;0;0;0;1;1
C50_D05;K;<65-74>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<65-74>;414;4;14;2011;0;2;0;0;2
C50_D05;K;<65-74>;414;4;14;2011;0;0;1;0;1
C50_D05;K;<65-74>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<65-74>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<65-74>;414;4;14;2012;0,85;1,1;0,05;0;2
C50_D05;K;<65-74>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<65-74>;414;4;14;2012;0;0;0;1;1
C50_D05;K;<65-74>;414;4;14;2012;0;0;1;1;2
C50_D05;K;<75-84>;414;4;14;2010;0;3;1;0;4
C50_D05;K;<75-84>;414;4;14;2010;0;1;1;0;2
C50_D05;K;<75-84>;414;4;14;2010;0;0;1;0;1
C50_D05;K;<75-84>;414;4;14;2010;0;1;0;0;1
C50_D05;K;<75-84>;414;4;14;2011;0;1;0;0;1
C50_D05;K;<75-84>;414;4;14;2011;0;0;0;1;1
C50_D05;K;<75-84>;414;4;14;2012;0;1;0;0;1
C50_D05;K;<75-84>;414;4;14;2012;0;1;1;0;2
C50_D05;K;85+;414;4;14;2012;0;0;1;0;1
C50_D05;M;<65-74>;414;4;14;2012;0;0;1;0;1
C50_D05;M;<75-84>;414;4;14;2012;0;0;1;0;1
C50_D05;K;<0-44>;415;4;15;2010;1;0;1;0;2
C50_D05;K;<0-44>;415;4;15;2010;0;0;1;0;1
C50_D05;K;<0-44>;415;4;15;2010;0;0;1;0;1
C50_D05;K;<0-44>;415;4;15;2010;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2010;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2010;0;1;1;0;2
C50_D05;K;<0-44>;415;4;15;2011;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2011;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2011;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2012;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2012;0;1;0;0;1
C50_D05;K;<0-44>;415;4;15;2012;1;0;0;0;1
C50_D05;K;<45-54>;415;4;15;2010;0,2;2,35;2,45;0;5
C50_D05;K;<45-54>;415;4;15;2010;0;1;1;0;2
C50_D05;K;<45-54>;415;4;15;2010;0;0;0;1;1
C50_D05;K;<45-54>;415;4;15;2010;0;1;1;0;2
C50_D05;K;<45-54>;415;4;15;2010;0;1;0;0;1
C50_D05;K;<45-54>;415;4;15;2011;0;2;0;2;4
C50_D05;K;<45-54>;415;4;15;2011;0;1;0;1;2
C50_D05;K;<45-54>;415;4;15;2011;0;0;0;1;1
C50_D05;K;<45-54>;415;4;15;2011;1;2;0;0;3
C50_D05;K;<45-54>;415;4;15;2011;0;2;3;1;6
C50_D05;K;<45-54>;415;4;15;2011;0;0;1;0;1
C50_D05;K;<45-54>;415;4;15;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;415;4;15;2012;0;0;1;1;2
