ICD10;GENDER;AGE_GROUP;TERYT4;region;subregion;year;Stage1;Stage2;Stage3;Stage4;new
C50_D05;K;<45-54>;208;2;8;2011;0;0;0;1;1
C50_D05;K;<45-54>;208;2;8;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;208;2;8;2011;0,85;0,1;0,05;1;2
C50_D05;K;<45-54>;208;2;8;2011;0,7;1,2;1,1;0;3
C50_D05;K;<45-54>;208;2;8;2011;0,5;0,85;0,65;0;2
C50_D05;K;<45-54>;208;2;8;2011;0;1;0;0;1
C50_D05;K;<45-54>;208;2;8;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;208;2;8;2011;0;1;1;0;2
C50_D05;K;<45-54>;208;2;8;2011;0,2;0,35;0,45;0;1
C50_D05;K;<45-54>;208;2;8;2011;0;1;0;0;1
C50_D05;K;<45-54>;208;2;8;2011;0;0;0;1;1
C50_D05;K;<45-54>;208;2;8;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;208;2;8;2011;0,85;0,1;0,05;0;1
C50_D05;K;<45-54>;208;2;8;2012;0;1;0;0;1
C50_D05;K;<45-54>;208;2;8;2012;0,5;0,95;1,55;0;3
C50_D05;K;<45-54>;208;2;8;2012;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;208;2;8;2012;1;0;0;0;1
C50_D05;K;<45-54>;208;2;8;2012;0,6;1,3;1,1;0;3
C50_D05;K;<45-54>;208;2;8;2012;0,4;1,8;0,8;0;3
C50_D05;K;<45-54>;208;2;8;2012;1,3;0,45;0,25;0;2
C50_D05;K;<45-54>;208;2;8;2012;1,7;0,8;0,5;0;3
C50_D05;K;<55-64>;208;2;8;2010;2,3;2,4;2,3;0;7
C50_D05;K;<55-64>;208;2;8;2010;0;1;0;1;2
C50_D05;K;<55-64>;208;2;8;2010;0,9;1,2;0,9;0;3
C50_D05;K;<55-64>;208;2;8;2010;0;1;0;0;1
C50_D05;K;<55-64>;208;2;8;2010;0,4;0,9;0,7;1;3
C50_D05;K;<55-64>;208;2;8;2010;0,7;1,9;0,4;0;3
C50_D05;K;<55-64>;208;2;8;2010;0;1;0;0;1
C50_D05;K;<55-64>;208;2;8;2010;2;0;0;0;2
C50_D05;K;<55-64>;208;2;8;2010;1,4;0,9;0,7;0;3
C50_D05;K;<55-64>;208;2;8;2010;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;208;2;8;2010;0;1;0;0;1
C50_D05;K;<55-64>;208;2;8;2010;0;0;1;0;1
C50_D05;K;<55-64>;208;2;8;2010;1,05;1,6;0,35;1;4
C50_D05;K;<55-64>;208;2;8;2010;0,4;0,9;0,7;0;2
C50_D05;K;<55-64>;208;2;8;2010;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;208;2;8;2011;0,2;1,4;0,4;0;2
C50_D05;K;<55-64>;208;2;8;2011;0,85;0,1;0,05;0;1
C50_D05;K;<55-64>;208;2;8;2011;0,5;1,3;0,2;0;2
C50_D05;K;<55-64>;208;2;8;2011;0,9;3,65;1,45;1;7
C50_D05;K;<55-64>;208;2;8;2011;0;0;1;0;1
C50_D05;K;<55-64>;208;2;8;2011;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;208;2;8;2011;1,2;1,55;1,25;0;4
C50_D05;K;<55-64>;208;2;8;2011;0,5;0,95;0,55;0;2
C50_D05;K;<55-64>;208;2;8;2012;1,05;1,6;0,35;2;5
C50_D05;K;<55-64>;208;2;8;2012;0,9;1,75;1,35;1;5
C50_D05;K;<55-64>;208;2;8;2012;0,4;1;0,6;0;2
C50_D05;K;<55-64>;208;2;8;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;208;2;8;2012;0,6;1,4;1;0;3
C50_D05;K;<55-64>;208;2;8;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;208;2;8;2012;0,5;1,85;0,65;1;4
C50_D05;K;<55-64>;208;2;8;2012;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;208;2;8;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;208;2;8;2012;0,7;0,7;0,6;0;2
C50_D05;K;<55-64>;208;2;8;2012;0,4;0,9;0,7;0;2
C50_D05;K;<65-74>;208;2;8;2010;0,2;1,5;0,3;0;2
C50_D05;K;<65-74>;208;2;8;2010;1;0;1;0;2
C50_D05;K;<65-74>;208;2;8;2010;2,6;0,9;1,5;0;5
C50_D05;K;<65-74>;208;2;8;2010;0;0;0;1;1
C50_D05;K;<65-74>;208;2;8;2010;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;208;2;8;2010;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;208;2;8;2010;0;1;0;0;1
C50_D05;K;<65-74>;208;2;8;2011;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;208;2;8;2011;2;1,8;1,2;0;5
C50_D05;K;<65-74>;208;2;8;2011;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;208;2;8;2011;1,6;0,9;0,5;1;4
C50_D05;K;<65-74>;208;2;8;2011;0;0;0;1;1
C50_D05;K;<65-74>;208;2;8;2011;1,2;1,65;1,15;0;4
C50_D05;K;<65-74>;208;2;8;2011;0,5;0,3;1,2;0;2
C50_D05;K;<65-74>;208;2;8;2011;0,85;0,1;0,05;0;1
C50_D05;K;<65-74>;208;2;8;2012;0;0;0;1;1
C50_D05;K;<65-74>;208;2;8;2012;1,2;2;0,8;0;4
C50_D05;K;<65-74>;208;2;8;2012;0;0;0;1;1
C50_D05;K;<65-74>;208;2;8;2012;0;0;0;1;1
C50_D05;K;<65-74>;208;2;8;2012;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;208;2;8;2012;2,05;0,6;0,35;0;3
C50_D05;K;<65-74>;208;2;8;2012;0,5;0,8;0,7;0;2
C50_D05;K;<65-74>;208;2;8;2012;0;0;0;2;2
C50_D05;K;<65-74>;208;2;8;2012;0,8;1,75;0,45;0;3
C50_D05;K;<65-74>;208;2;8;2012;0,2;0,5;0,3;0;1
C50_D05;K;<75-84>;208;2;8;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;208;2;8;2010;0;0;0;0,5;0
C50_D05;K;<75-84>;208;2;8;2010;0,5;0,3;1,2;0;2
C50_D05;K;<75-84>;208;2;8;2011;0,2;0,4;0,4;0;1
C50_D05;K;<75-84>;208;2;8;2011;1,15;1,55;0,3;0;3
C50_D05;K;<75-84>;208;2;8;2011;0;1;0;0;1
C50_D05;K;<75-84>;208;2;8;2012;0,4;0,8;0,8;0;2
C50_D05;K;<75-84>;208;2;8;2012;0,2;0,5;0,3;0;1
C50_D05;K;<75-84>;208;2;8;2012;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;208;2;8;2012;0,2;0,35;0,45;0;1
C50_D05;K;<75-84>;208;2;8;2012;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;208;2;8;2012;0,2;0,4;0,4;0;1
C50_D05;K;85+;208;2;8;2010;0;0;0;1;1
C50_D05;K;85+;208;2;8;2010;0;0;0;1;1
C50_D05;K;85+;208;2;8;2011;0;0;0;1;1
C50_D05;K;85+;208;2;8;2011;0;0;0;1;1
C50_D05;M;<55-64>;208;2;8;2010;0,2;0,5;0,3;0;1
C50_D05;M;<55-64>;208;2;8;2011;0;0;0;1;1
C50_D05;M;<75-84>;208;2;8;2010;0,85;0,1;0,05;0;1
C50_D05;M;<75-84>;208;2;8;2012;0;0;0;1;1
C50_D05;K;<0-44>;209;2;9;2010;0;0;1;0;1
C50_D05;K;<0-44>;209;2;9;2010;0;0;0;1;1
C50_D05;K;<0-44>;209;2;9;2010;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;209;2;9;2010;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;209;2;9;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;209;2;9;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;209;2;9;2012;0,6;1,4;1;1;4
C50_D05;K;<0-44>;209;2;9;2012;1;0;0;0;1
C50_D05;K;<0-44>;209;2;9;2012;0;0;0;1;1
C50_D05;K;<0-44>;209;2;9;2012;0;0;1;0;1
C50_D05;K;<45-54>;209;2;9;2010;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;209;2;9;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;209;2;9;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;209;2;9;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;209;2;9;2010;0,5;0,3;0,2;0;1
C50_D05;K;<45-54>;209;2;9;2011;0,8;1,65;1,55;0;4
C50_D05;K;<45-54>;209;2;9;2011;0;0;0;0,5;0
C50_D05;K;<45-54>;209;2;9;2011;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;209;2;9;2012;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;209;2;9;2010;1,2;1,5;1,3;0;4
C50_D05;K;<55-64>;209;2;9;2010;0;0;0;1;1
C50_D05;K;<55-64>;209;2;9;2010;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;209;2;9;2010;1,35;0,4;0,25;0;2
C50_D05;K;<55-64>;209;2;9;2010;1;0;0;0;1
C50_D05;K;<55-64>;209;2;9;2010;0;0;0;1;1
C50_D05;K;<55-64>;209;2;9;2011;1,65;0,85;0,5;0;3
C50_D05;K;<55-64>;209;2;9;2011;0;0;0;1;1
C50_D05;K;<55-64>;209;2;9;2011;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;209;2;9;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;209;2;9;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;209;2;9;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;209;2;9;2011;0;0;1;0;1
C50_D05;K;<55-64>;209;2;9;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;209;2;9;2012;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;209;2;9;2012;0;0;1;0;1
C50_D05;K;<65-74>;209;2;9;2010;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;209;2;9;2010;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;209;2;9;2010;0;0;0;1;1
C50_D05;K;<65-74>;209;2;9;2010;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;209;2;9;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;209;2;9;2011;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;209;2;9;2011;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;209;2;9;2012;0,4;0,8;0,8;0;2
C50_D05;K;<65-74>;209;2;9;2012;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;209;2;9;2012;0;0;0;1;1
C50_D05;K;<75-84>;209;2;9;2010;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;209;2;9;2010;0,85;0,1;0,05;0;1
C50_D05;K;<75-84>;209;2;9;2010;0;0;0;1;1
C50_D05;K;<75-84>;209;2;9;2011;0;0;1;0;1
C50_D05;K;<75-84>;209;2;9;2011;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;209;2;9;2011;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;209;2;9;2012;0;0;0;1;1
C50_D05;K;<75-84>;209;2;9;2012;0,5;0,85;0,65;0;2
C50_D05;K;85+;209;2;9;2012;0,5;0,3;0,2;0;1
C50_D05;M;<75-84>;209;2;9;2010;0;0;0;1;1
C50_D05;K;<0-44>;210;2;10;2012;0;0;0;1;1
C50_D05;K;<45-54>;210;2;10;2010;0,2;0,4;0,4;1;2
C50_D05;K;<45-54>;210;2;10;2010;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;210;2;10;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;210;2;10;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;210;2;10;2011;0,4;0,8;0,8;1;3
C50_D05;K;<45-54>;210;2;10;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;210;2;10;2011;0;0;0;1;1
C50_D05;K;<45-54>;210;2;10;2012;0,4;0,9;0,7;1;3
C50_D05;K;<45-54>;210;2;10;2012;0,5;0,3;0,2;0;1
C50_D05;K;<55-64>;210;2;10;2010;0;0;0;1;1
C50_D05;K;<55-64>;210;2;10;2010;1;0;0;0;1
C50_D05;K;<55-64>;210;2;10;2010;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;210;2;10;2011;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;210;2;10;2011;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;210;2;10;2011;0,5;0,3;0,2;0;1
C50_D05;K;<55-64>;210;2;10;2011;0,3;1,45;0,25;0;2
C50_D05;K;<55-64>;210;2;10;2011;1;0,6;0,4;1,5;4
C50_D05;K;<55-64>;210;2;10;2012;0,6;0,9;0,5;1;3
C50_D05;K;<55-64>;210;2;10;2012;0,4;0,75;0,85;1;3
C50_D05;K;<55-64>;210;2;10;2012;1;0;0;1;2
C50_D05;K;<55-64>;210;2;10;2012;0,6;1,2;1,2;0;3
C50_D05;K;<55-64>;210;2;10;2012;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;210;2;10;2010;0,4;0,9;0,7;0;2
C50_D05;K;<65-74>;210;2;10;2010;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;210;2;10;2010;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;210;2;10;2010;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;210;2;10;2011;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;210;2;10;2011;0,4;1;0,6;1;3
C50_D05;K;<65-74>;210;2;10;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;210;2;10;2012;0,2;0,5;0,3;0;1
C50_D05;K;<75-84>;210;2;10;2010;0;0;1;0;1
C50_D05;K;<75-84>;210;2;10;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;210;2;10;2011;0;1;1;0;2
C50_D05;K;<75-84>;210;2;10;2011;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;210;2;10;2011;0;0;0;1;1
C50_D05;K;<75-84>;210;2;10;2011;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;210;2;10;2011;0;1;0;0;1
C50_D05;K;<75-84>;210;2;10;2012;0,2;0,5;0,3;1;2
C50_D05;K;85+;210;2;10;2010;0;0;1;0;1
C50_D05;K;85+;210;2;10;2010;0;0;0;0,5;0
C50_D05;K;85+;210;2;10;2011;0,5;0,3;0,2;0;1
C50_D05;K;85+;210;2;10;2011;0;0;1;0;1
C50_D05;K;85+;210;2;10;2012;0;0;1;0;1
C50_D05;K;85+;210;2;10;2012;0,5;0,3;0,2;1;2
C50_D05;M;<55-64>;210;2;10;2011;0,3;0,45;0,25;0;1
C50_D05;M;<55-64>;210;2;10;2012;0;0;0;1;1
C50_D05;M;<55-64>;210;2;10;2012;0;1;0;0;1
C50_D05;M;<65-74>;210;2;10;2012;0,5;0,3;0,2;0;1
C50_D05;K;<0-44>;211;2;11;2010;0,9;3,65;1,45;1;7
C50_D05;K;<0-44>;211;2;11;2010;0;0;0;1;1
C50_D05;K;<0-44>;211;2;11;2010;0,6;0,9;0,5;0;2
C50_D05;K;<0-44>;211;2;11;2011;1,8;1,6;1,6;0;5
C50_D05;K;<0-44>;211;2;11;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;211;2;11;2011;0;0;0;1;1
C50_D05;K;<0-44>;211;2;11;2012;0,6;2,2;1,2;0;4
C50_D05;K;<0-44>;211;2;11;2012;0,5;0,3;0,2;0;1
C50_D05;K;<45-54>;211;2;11;2010;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;211;2;11;2010;2,45;2,45;2,1;0,5;8
C50_D05;K;<45-54>;211;2;11;2010;0;0;1;0;1
C50_D05;K;<45-54>;211;2;11;2011;1,45;1,4;2,15;2;7
C50_D05;K;<45-54>;211;2;11;2011;0,4;1,75;0,85;1;4
C50_D05;K;<45-54>;211;2;11;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;211;2;11;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;211;2;11;2012;1,5;2,85;2,65;3;10
C50_D05;K;<45-54>;211;2;11;2012;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;211;2;11;2010;2,5;6,25;4,25;1;14
C50_D05;K;<55-64>;211;2;11;2010;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;211;2;11;2010;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;211;2;11;2011;3,8;6,65;6,55;1;18
C50_D05;K;<55-64>;211;2;11;2011;0,2;0,5;0,3;1;2
C50_D05;K;<55-64>;211;2;11;2012;2,85;6,85;3,3;4;17
C50_D05;K;<55-64>;211;2;11;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;211;2;11;2012;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;211;2;11;2010;0,8;1,3;1,9;1;5
C50_D05;K;<65-74>;211;2;11;2011;1,6;4,4;2;0;8
C50_D05;K;<65-74>;211;2;11;2011;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;211;2;11;2012;4,4;3,15;2,45;0;10
C50_D05;K;<75-84>;211;2;11;2010;0,3;0,45;0,25;1;2
C50_D05;K;<75-84>;211;2;11;2010;0,8;1,25;0,95;1;4
C50_D05;K;<75-84>;211;2;11;2011;1,5;1,55;1,95;1;6
C50_D05;K;<75-84>;211;2;11;2011;0,3;0,45;0,25;0;1
C50_D05;K;<75-84>;211;2;11;2011;0;0;0;1;1
C50_D05;K;<75-84>;211;2;11;2012;0,6;0,9;0,5;0,5;2
C50_D05;K;<75-84>;211;2;11;2012;0,3;0,45;0,25;1;2
C50_D05;K;85+;211;2;11;2010;0;0;0;1,5;2
C50_D05;K;85+;211;2;11;2012;0;1;0;0;1
C50_D05;M;<55-64>;211;2;11;2011;0;0;0;0,5;0
C50_D05;M;<55-64>;211;2;11;2012;0;0;0;1;1
C50_D05;M;<65-74>;211;2;11;2010;0;0;0;1;1
C50_D05;M;<75-84>;211;2;11;2010;0;0;0;1;1
C50_D05;M;<75-84>;211;2;11;2011;0;0;0;1;1
C50_D05;K;<0-44>;212;2;12;2011;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;212;2;12;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;212;2;12;2011;1;0;0;0;1
C50_D05;K;<0-44>;212;2;12;2012;0;0;0;1;1
C50_D05;K;<45-54>;212;2;12;2010;2,3;0,45;0,25;0;3
C50_D05;K;<45-54>;212;2;12;2011;0,5;0,3;0,2;0;1
C50_D05;K;<45-54>;212;2;12;2011;0;1;0;0;1
C50_D05;K;<45-54>;212;2;12;2011;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;212;2;12;2011;0;1;0;0;1
C50_D05;K;<45-54>;212;2;12;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;212;2;12;2012;1,4;0,9;0,7;0;3
C50_D05;K;<45-54>;212;2;12;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;212;2;12;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;212;2;12;2010;1;0;1;1;3
C50_D05;K;<55-64>;212;2;12;2010;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;212;2;12;2010;0;0;0;1;1
C50_D05;K;<55-64>;212;2;12;2010;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;212;2;12;2011;0,3;1,45;0,25;0;2
C50_D05;K;<55-64>;212;2;12;2011;1,4;0,9;0,7;0;3
C50_D05;K;<55-64>;212;2;12;2012;0,5;0,95;0,55;0;2
C50_D05;K;<55-64>;212;2;12;2012;0;0;0;1;1
C50_D05;K;<55-64>;212;2;12;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;212;2;12;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;212;2;12;2012;0;0;0;1;1
C50_D05;K;<65-74>;212;2;12;2010;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;212;2;12;2010;0;0;0;1;1
C50_D05;K;<65-74>;212;2;12;2010;0,3;0,45;1,25;0;2
C50_D05;K;<65-74>;212;2;12;2010;0;1;0;0;1
C50_D05;K;<65-74>;212;2;12;2011;0,9;1,3;0,8;0;3
C50_D05;K;<65-74>;212;2;12;2011;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;212;2;12;2011;0,3;0,45;0,25;0;1
C50_D05;K;<65-74>;212;2;12;2011;0;0;1;0;1
C50_D05;K;<65-74>;212;2;12;2012;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;212;2;12;2012;0;1;0;0;1
C50_D05;K;<75-84>;212;2;12;2010;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;212;2;12;2011;0,5;0,3;0,2;0;1
C50_D05;K;<75-84>;212;2;12;2011;0,5;0,3;0,2;1;2
C50_D05;K;<75-84>;212;2;12;2012;0,3;0,45;0,25;0;1
C50_D05;K;85+;212;2;12;2011;0;0;0;0,5;0
C50_D05;K;85+;212;2;12;2012;0,85;0,1;0,05;0;1
C50_D05;K;85+;212;2;12;2012;0;0;0;1;1
C50_D05;M;<55-64>;212;2;12;2012;0;1;0;0;1
C50_D05;M;<75-84>;212;2;12;2010;0;0;0;0,5;0
C50_D05;K;<0-44>;213;2;13;2010;0,85;0,1;0,05;0;1
C50_D05;K;<0-44>;213;2;13;2011;0,3;0,45;0,25;0;1
C50_D05;K;<0-44>;213;2;13;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;213;2;13;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;213;2;13;2010;0,4;1;0,6;0;2
C50_D05;K;<45-54>;213;2;13;2010;0,3;0,45;0,25;0;1
C50_D05;K;<45-54>;213;2;13;2010;0;1;0;0;1
C50_D05;K;<45-54>;213;2;13;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;213;2;13;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;213;2;13;2011;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;213;2;13;2012;0,2;0,5;0,3;0;1
C50_D05;K;<45-54>;213;2;13;2012;0,7;1,7;0,6;0;3
C50_D05;K;<55-64>;213;2;13;2010;0,5;0,3;0,2;0;1
C50_D05;K;<55-64>;213;2;13;2010;2;0;0;0;2
C50_D05;K;<55-64>;213;2;13;2010;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;213;2;13;2011;0,4;1,9;0,7;2;5
C50_D05;K;<55-64>;213;2;13;2011;0,4;1,9;0,7;0;3
C50_D05;K;<55-64>;213;2;13;2011;0,4;0,9;1,7;0;3
C50_D05;K;<55-64>;213;2;13;2012;1,6;1,2;1,2;1;5
C50_D05;K;<55-64>;213;2;13;2012;1,1;1,7;1,2;0;4
C50_D05;K;<65-74>;213;2;13;2010;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;213;2;13;2011;0;0;0;1;1
C50_D05;K;<65-74>;213;2;13;2011;0,2;0,4;0,9;0,5;2
C50_D05;K;<65-74>;213;2;13;2012;0,4;1;0,6;0;2
C50_D05;K;<75-84>;213;2;13;2010;0,2;0,5;1,3;0;2
C50_D05;K;<75-84>;213;2;13;2011;0,5;0,3;0,2;1;2
C50_D05;K;<75-84>;213;2;13;2011;0;0;0;1;1
C50_D05;K;<75-84>;213;2;13;2012;0;0;1;0;1
C50_D05;M;<55-64>;213;2;13;2011;0;0;0;1;1
C50_D05;M;<65-74>;213;2;13;2012;0;0;0;1;1
C50_D05;K;<0-44>;214;2;14;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2010;0;0;1;0;1
C50_D05;K;<0-44>;214;2;14;2010;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2011;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2011;0;1;0;0;1
C50_D05;K;<0-44>;214;2;14;2012;0;0;1;0;1
C50_D05;K;<0-44>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<0-44>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;214;2;14;2010;0,5;0,95;1,55;0;3
C50_D05;K;<45-54>;214;2;14;2010;1,2;0,4;3,4;0;5
C50_D05;K;<45-54>;214;2;14;2010;1;0;0;0;1
C50_D05;K;<45-54>;214;2;14;2010;0;0;1;0;1
C50_D05;K;<45-54>;214;2;14;2010;0;0;1;0;1
C50_D05;K;<45-54>;214;2;14;2010;0,2;0,4;1,4;0;2
C50_D05;K;<45-54>;214;2;14;2010;0;0;0;1;1
C50_D05;K;<45-54>;214;2;14;2010;0,5;0,3;0,2;0;1
C50_D05;K;<45-54>;214;2;14;2011;0,2;0,5;1,3;0;2
C50_D05;K;<45-54>;214;2;14;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;214;2;14;2011;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;214;2;14;2011;1,4;0,8;0,8;0;3
C50_D05;K;<45-54>;214;2;14;2012;1,4;1,95;1,65;0;5
C50_D05;K;<45-54>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<45-54>;214;2;14;2012;0;1;0;1;2
C50_D05;K;<45-54>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;214;2;14;2010;0,4;0,9;0,7;0;2
C50_D05;K;<55-64>;214;2;14;2010;0,2;1,4;0,4;0;2
C50_D05;K;<55-64>;214;2;14;2010;1,2;0,4;0,4;0;2
C50_D05;K;<55-64>;214;2;14;2010;2,6;2,4;1;1;7
C50_D05;K;<55-64>;214;2;14;2010;0,5;0,95;1,55;0;3
C50_D05;K;<55-64>;214;2;14;2010;0;1;0;0;1
C50_D05;K;<55-64>;214;2;14;2011;0,2;0,4;0,4;0;1
C50_D05;K;<55-64>;214;2;14;2011;0,85;0,1;0,05;0;1
C50_D05;K;<55-64>;214;2;14;2011;0,3;0,45;0,25;0;1
C50_D05;K;<55-64>;214;2;14;2011;1;0;0;0;1
C50_D05;K;<55-64>;214;2;14;2011;0,2;0,5;0,3;0;1
C50_D05;K;<55-64>;214;2;14;2011;0,4;1,8;0,8;0;3
C50_D05;K;<55-64>;214;2;14;2011;0;0;0;1;1
C50_D05;K;<55-64>;214;2;14;2012;1,3;3,5;4,2;0;9
C50_D05;K;<55-64>;214;2;14;2012;0,4;0,8;0,8;0;2
C50_D05;K;<55-64>;214;2;14;2012;1,4;0,9;0,7;0;3
C50_D05;K;<55-64>;214;2;14;2012;0,2;0,4;0,4;0;1
C50_D05;K;<65-74>;214;2;14;2010;0;1;0;0;1
C50_D05;K;<65-74>;214;2;14;2010;0,6;2,4;1;1;5
C50_D05;K;<65-74>;214;2;14;2010;0;0;0;0,5;0
C50_D05;K;<65-74>;214;2;14;2011;0;0;0;1;1
C50_D05;K;<65-74>;214;2;14;2011;0,4;0,9;0,7;3;5
C50_D05;K;<65-74>;214;2;14;2011;0,2;0,5;0,3;0;1
C50_D05;K;<65-74>;214;2;14;2011;0;0;0;1;1
C50_D05;K;<65-74>;214;2;14;2011;0,5;0,3;0,2;0;1
C50_D05;K;<65-74>;214;2;14;2011;1;0,6;0,4;0;2
C50_D05;K;<65-74>;214;2;14;2011;0,5;0,3;0,2;0;1
